[SCAN]              	inexplicable_kylie (SCAN:4a4c459e6cdaea51e1d69f67632eba4270984ddd)	TARGET	(in-scope, target)
[DNS_NAME]          	asojuku.ac.jp	TARGET	(a-record, domain, in-scope, mx-record, ns-record, soa-record, target, txt-record)
[ORG_STUB]          	asojuku	speculate	(in-scope)
[DNS_NAME]          	01.dnsv.jp	NS	(a-record, aaaa-record, affiliate, distance-1, subdomain)
[DNS_NAME]          	03.dnsv.jp	NS	(a-record, aaaa-record, affiliate, distance-1, subdomain)
[DNS_NAME]          	02.dnsv.jp	NS	(a-record, affiliate, distance-1, subdomain)
[DNS_NAME]          	01.dnsv.jp	SOA	(a-record, aaaa-record, affiliate, distance-1, subdomain)
[DNS_NAME]          	04.dnsv.jp	NS	(a-record, aaaa-record, affiliate, distance-1, subdomain)
[DNS_NAME]          	asojuku-ac-jp.mail.protection.outlook.com	MX	(a-record, affiliate, distance-1, subdomain)
[TECHNOLOGY]        	{"host": "asojuku.ac.jp", "technology": "cpe:/a:apache:http_server"}	internetdb	(in-scope)
[DNS_NAME]          	mail.asojuku.ac.jp	MX	(a-record, in-scope, subdomain)
[DNS_NAME]          	asojuku.ac.jp	speculate	(a-record, domain, in-scope, mx-record, ns-record, soa-record, txt-record)
[DNS_NAME]          	entry-arc.asojuku.ac.jp	otx	(a-record, in-scope, subdomain)
[DNS_NAME]          	recruit.asojuku.ac.jp	otx	(a-record, in-scope, subdomain)
[DNS_NAME]          	entry-anc.asojuku.ac.jp	otx	(a-record, in-scope, subdomain)
[DNS_NAME]          	www.asojuku.ac.jp	otx	(a-record, in-scope, subdomain)
[DNS_NAME]          	apc.asojuku.ac.jp	otx	(a-record, in-scope, subdomain)
[DNS_NAME]          	tracking.asojuku.ac.jp	otx	(a-record, cloud-amazon, cname-record, in-scope, subdomain)
[DNS_NAME]          	emailtracking.email-messaging.com	CNAME	(a-record, affiliate, cloud-amazon, cname-record, distance-1, subdomain)
[DNS_NAME]          	tracking.asojuku.ac.jp	certspotter	(a-record, cloud-amazon, cname-record, in-scope, subdomain)
[TECHNOLOGY]        	{"host": "recruit.asojuku.ac.jp", "technology": "cpe:/a:apache:http_server"}	internetdb	(in-scope)
[AZURE_TENANT]      	{"domains": ["asojuku.ac.jp", "asojuku.mail.onmicrosoft.com", "asojuku.onmicrosoft.com", "n200128793.direct-calling-teams001.jp", "n217000718.direct-calling-teams001.jp", "o365.asojuku.ac.jp", "st.asojuku.ac.jp"], "tenant-id": "338dcd15-0d69-4ed3-9988-27d8925e46d4", "tenant-names": ["asojuku"]}	azure_tenant	(in-scope)
[DNS_NAME]          	asojuku.ac.jp	internetdb	(a-record, domain, in-scope, mx-record, ns-record, soa-record, txt-record)
[DNS_NAME]          	n200128793.direct-calling-teams001.jp	azure_tenant	(a-record, affiliate, azure-tenant, cloud-azure, distance-1, subdomain)
[DNS_NAME]          	n217000718.direct-calling-teams001.jp	azure_tenant	(a-record, affiliate, azure-tenant, cloud-azure, distance-1, subdomain)
[DNS_NAME]          	entry-anc.asojuku.ac.jp	hackertarget	(a-record, in-scope, subdomain)
[DNS_NAME]          	mail.asojuku.ac.jp	hackertarget	(a-record, in-scope, subdomain)
[DNS_NAME]          	gate.asojuku.ac.jp	hackertarget	(a-record, in-scope, subdomain)
[DNS_NAME]          	vod.asojuku.ac.jp	hackertarget	(a-record, in-scope, subdomain)
[DNS_NAME]          	entryform.asojuku.ac.jp	hackertarget	(a-record, in-scope, subdomain)
[DNS_NAME]          	entry-amfc.asojuku.ac.jp	hackertarget	(a-record, in-scope, subdomain)
[DNS_NAME]          	hs.asojuku.ac.jp	hackertarget	(a-record, in-scope, subdomain)
[DNS_NAME]          	st.asojuku.ac.jp	azure_tenant	(azure-tenant, in-scope, mx-record, subdomain, txt-record)
[DNS_NAME]          	o365.asojuku.ac.jp	azure_tenant	(azure-tenant, in-scope, mx-record, subdomain, txt-record)
